netA,netB,pvalue,percentage,stim1,stim2,pill,sign
medfront,frontoparietal,0.31528555283256465,0.0,tool,alc,cortisol,neg
medfront,DMN,0.1412016744135558,0.0,tool,alc,cortisol,neg
medfront,motor,0.2713628163612385,0.0,tool,alc,cortisol,neg
medfront,visA,0.1412016744135558,0.0,tool,alc,cortisol,neg
medfront,visB,0.06354292818027418,0.0,tool,alc,cortisol,neg
medfront,visassoc,0.14992686840467262,0.0,tool,alc,cortisol,neg
medfront,salience,0.2248519762153146,0.0,tool,alc,cortisol,neg
medfront,subcort,0.06836557675997046,0.0,tool,alc,cortisol,neg
medfront,cerebell,0.0823574840018142,0.0,tool,alc,cortisol,neg
frontoparietal,medfront,0.31528555283256465,0.0,tool,alc,cortisol,neg
frontoparietal,frontoparietal,0.3965818416975704,0.0,tool,alc,cortisol,neg
frontoparietal,DMN,0.1855348448025641,0.0,tool,alc,cortisol,neg
frontoparietal,motor,0.34803194726941056,0.0,tool,alc,cortisol,neg
frontoparietal,visA,0.1855348448025641,1.0,tool,alc,cortisol,neg
frontoparietal,visB,0.08472686908027516,0.0,tool,alc,cortisol,neg
frontoparietal,visassoc,0.19669522327348665,0.0,tool,alc,cortisol,neg
frontoparietal,salience,0.2909729763146305,0.0,tool,alc,cortisol,neg
frontoparietal,subcort,0.09096165798167366,0.5,tool,alc,cortisol,neg
frontoparietal,cerebell,0.10943158123924213,0.0,tool,alc,cortisol,neg
DMN,medfront,0.1412016744135558,0.0,tool,alc,cortisol,neg
DMN,frontoparietal,0.1855348448025641,0.0,tool,alc,cortisol,neg
DMN,DMN,0.07692047013131242,0.0,tool,alc,cortisol,neg
DMN,motor,0.15778778183037356,0.5,tool,alc,cortisol,neg
DMN,visA,0.07947276215082033,0.0,tool,alc,cortisol,neg
DMN,visB,0.03518511036167371,0.0,tool,alc,cortisol,neg
DMN,visassoc,0.08455781475320812,0.5,tool,alc,cortisol,neg
DMN,salience,0.12917042431412695,0.0,tool,alc,cortisol,neg
DMN,subcort,0.03784375214076474,0.0,tool,alc,cortisol,neg
DMN,cerebell,0.045779156366621,0.0,tool,alc,cortisol,neg
motor,medfront,0.2713628163612385,0.0,tool,alc,cortisol,neg
motor,frontoparietal,0.34803194726941056,0.0,tool,alc,cortisol,neg
motor,DMN,0.15778778183037356,0.5,tool,alc,cortisol,neg
motor,motor,0.045665717582288545,3.0,tool,alc,cortisol,neg
motor,visA,0.012188420751773954,2.0,tool,alc,cortisol,neg
motor,visB,0.07145373361533391,0.0,tool,alc,cortisol,neg
motor,visassoc,0.000703978375343417,4.5,tool,alc,cortisol,neg
motor,salience,0.24984747352210135,0.0,tool,alc,cortisol,neg
motor,subcort,0.07675008529142702,0.0,tool,alc,cortisol,neg
motor,cerebell,0.0924722886376611,0.0,tool,alc,cortisol,neg
visA,medfront,0.1412016744135558,0.0,tool,alc,cortisol,neg
visA,frontoparietal,0.1855348448025641,1.0,tool,alc,cortisol,neg
visA,DMN,0.07947276215082033,0.0,tool,alc,cortisol,neg
visA,motor,0.012188420751773954,2.0,tool,alc,cortisol,neg
visA,visA,0.07692047013131242,1.0,tool,alc,cortisol,neg
visA,visB,0.03518511036167371,0.0,tool,alc,cortisol,neg
visA,visassoc,0.08455781475320812,0.5,tool,alc,cortisol,neg
visA,salience,0.12917042431412695,0.0,tool,alc,cortisol,neg
visA,subcort,0.03784375214076474,0.0,tool,alc,cortisol,neg
visA,cerebell,0.045779156366621,0.0,tool,alc,cortisol,neg
visB,medfront,0.06354292818027418,0.0,tool,alc,cortisol,neg
visB,frontoparietal,0.08472686908027516,0.0,tool,alc,cortisol,neg
visB,DMN,0.03518511036167371,0.0,tool,alc,cortisol,neg
visB,motor,0.07145373361533391,0.0,tool,alc,cortisol,neg
visB,visA,0.03518511036167371,0.0,tool,alc,cortisol,neg
visB,visB,0.014213783824128079,0.0,tool,alc,cortisol,neg
visB,visassoc,0.03748965772572299,0.5,tool,alc,cortisol,neg
visB,salience,0.058003117640979096,0.0,tool,alc,cortisol,neg
visB,subcort,0.016564535798517244,0.0,tool,alc,cortisol,neg
visB,cerebell,0.01999094342182184,0.0,tool,alc,cortisol,neg
visassoc,medfront,0.14992686840467262,0.0,tool,alc,cortisol,neg
visassoc,frontoparietal,0.19669522327348665,0.0,tool,alc,cortisol,neg
visassoc,DMN,0.08455781475320812,0.5,tool,alc,cortisol,neg
visassoc,motor,0.000703978375343417,4.5,tool,alc,cortisol,neg
visassoc,visA,0.08455781475320812,0.5,tool,alc,cortisol,neg
visassoc,visB,0.03748965772572299,0.5,tool,alc,cortisol,neg
visassoc,visassoc,0.0872592283318907,0.0,tool,alc,cortisol,neg
visassoc,salience,0.13720841369582404,0.0,tool,alc,cortisol,neg
visassoc,subcort,0.04031904815832199,0.0,tool,alc,cortisol,neg
visassoc,cerebell,0.04876122059660182,0.5,tool,alc,cortisol,neg
salience,medfront,0.2248519762153146,0.0,tool,alc,cortisol,neg
salience,frontoparietal,0.2909729763146305,0.0,tool,alc,cortisol,neg
salience,DMN,0.12917042431412695,0.0,tool,alc,cortisol,neg
salience,motor,0.24984747352210135,0.0,tool,alc,cortisol,neg
salience,visA,0.12917042431412695,0.0,tool,alc,cortisol,neg
salience,visB,0.058003117640979096,0.0,tool,alc,cortisol,neg
salience,visassoc,0.13720841369582404,0.0,tool,alc,cortisol,neg
salience,salience,0.20281773341128162,0.0,tool,alc,cortisol,neg
salience,subcort,0.06233367072668683,0.5,tool,alc,cortisol,neg
salience,cerebell,0.0752153148157636,0.0,tool,alc,cortisol,neg
subcort,medfront,0.06836557675997046,0.0,tool,alc,cortisol,neg
subcort,frontoparietal,0.09096165798167366,0.5,tool,alc,cortisol,neg
subcort,DMN,0.03784375214076474,0.0,tool,alc,cortisol,neg
subcort,motor,0.07675008529142702,0.0,tool,alc,cortisol,neg
subcort,visA,0.03784375214076474,0.0,tool,alc,cortisol,neg
subcort,visB,0.016564535798517244,0.0,tool,alc,cortisol,neg
subcort,visassoc,0.04031904815832199,0.0,tool,alc,cortisol,neg
subcort,salience,0.06233367072668683,0.5,tool,alc,cortisol,neg
subcort,subcort,0.016564535798517244,0.0,tool,alc,cortisol,neg
subcort,cerebell,0.021610129373601072,0.0,tool,alc,cortisol,neg
cerebell,medfront,0.0823574840018142,0.0,tool,alc,cortisol,neg
cerebell,frontoparietal,0.10943158123924213,0.0,tool,alc,cortisol,neg
cerebell,DMN,0.045779156366621,0.0,tool,alc,cortisol,neg
cerebell,motor,0.0924722886376611,0.0,tool,alc,cortisol,neg
cerebell,visA,0.045779156366621,0.0,tool,alc,cortisol,neg
cerebell,visB,0.01999094342182184,0.0,tool,alc,cortisol,neg
cerebell,visassoc,0.04876122059660182,0.5,tool,alc,cortisol,neg
cerebell,salience,0.0752153148157636,0.0,tool,alc,cortisol,neg
cerebell,subcort,0.021610129373601072,0.0,tool,alc,cortisol,neg
cerebell,cerebell,0.024661856011484518,0.0,tool,alc,cortisol,neg
medfront,medfront,0.1558339115710421,0.0,tool,alc,placebo,neg
medfront,frontoparietal,0.20790240440612573,0.0,tool,alc,placebo,neg
medfront,DMN,0.08941792193924558,0.5,tool,alc,placebo,neg
medfront,motor,0.17700990341085676,0.0,tool,alc,placebo,neg
medfront,visA,0.08941792193924558,0.0,tool,alc,placebo,neg
medfront,visB,0.039594371456550315,0.0,tool,alc,placebo,neg
medfront,visassoc,0.09512200538216875,0.0,tool,alc,placebo,neg
medfront,salience,0.1450682681465233,0.0,tool,alc,placebo,neg
medfront,subcort,0.0426409657077228,0.0,tool,alc,placebo,neg
medfront,cerebell,0.051514544194045886,0.0,tool,alc,placebo,neg
frontoparietal,medfront,0.20790240440612573,0.0,tool,alc,placebo,neg
frontoparietal,frontoparietal,0.2671741519296369,0.0,tool,alc,placebo,neg
frontoparietal,DMN,0.11863811893326881,0.0,tool,alc,placebo,neg
frontoparietal,motor,0.23143282440166923,0.0,tool,alc,placebo,neg
frontoparietal,visA,0.11863811893326881,0.0,tool,alc,placebo,neg
frontoparietal,visB,0.053022330767276915,0.0,tool,alc,placebo,neg
frontoparietal,visassoc,0.1260895897213682,0.5,tool,alc,placebo,neg
frontoparietal,salience,0.19071132608418306,0.5,tool,alc,placebo,neg
frontoparietal,subcort,0.056997104018404965,0.0,tool,alc,placebo,neg
frontoparietal,cerebell,0.06883397382757561,0.0,tool,alc,placebo,neg
DMN,medfront,0.08941792193924558,0.5,tool,alc,placebo,neg
DMN,frontoparietal,0.11863811893326881,0.0,tool,alc,placebo,neg
DMN,DMN,0.04806028436568921,0.0,tool,alc,placebo,neg
DMN,motor,0.10028037970917536,1.0,tool,alc,placebo,neg
DMN,visA,0.049680836767690306,0.0,tool,alc,placebo,neg
DMN,visB,0.021800552168745102,0.0,tool,alc,placebo,neg
DMN,visassoc,0.05291470132257248,0.0,tool,alc,placebo,neg
DMN,salience,0.08158893363835007,0.0,tool,alc,placebo,neg
DMN,subcort,0.023460157797512426,0.0,tool,alc,placebo,neg
DMN,cerebell,0.028424201803138205,0.0,tool,alc,placebo,neg
motor,medfront,0.17700990341085676,0.0,tool,alc,placebo,neg
motor,frontoparietal,0.23143282440166923,0.0,tool,alc,placebo,neg
motor,DMN,0.10028037970917536,1.0,tool,alc,placebo,neg
motor,motor,0.19454913938097818,1.0,tool,alc,placebo,neg
motor,visA,0.10028037970917536,1.0,tool,alc,placebo,neg
motor,visB,0.04459502207759203,0.0,tool,alc,placebo,neg
motor,visassoc,0.106641016487522,1.0,tool,alc,placebo,neg
motor,salience,0.16213951165425622,0.0,tool,alc,placebo,neg
motor,subcort,0.04795216161637672,0.0,tool,alc,placebo,neg
motor,cerebell,0.057961730545721624,0.0,tool,alc,placebo,neg
visA,medfront,0.08941792193924558,0.0,tool,alc,placebo,neg
visA,frontoparietal,0.11863811893326881,0.0,tool,alc,placebo,neg
visA,DMN,0.049680836767690306,0.0,tool,alc,placebo,neg
visA,motor,0.10028037970917536,1.0,tool,alc,placebo,neg
visA,visA,0.04806028436568921,1.0,tool,alc,placebo,neg
visA,visB,0.021800552168745102,0.0,tool,alc,placebo,neg
visA,visassoc,0.05291470132257248,0.0,tool,alc,placebo,neg
visA,salience,0.08158893363835007,1.5,tool,alc,placebo,neg
visA,subcort,0.023460157797512426,0.0,tool,alc,placebo,neg
visA,cerebell,0.028424201803138205,0.0,tool,alc,placebo,neg
visB,medfront,0.039594371456550315,0.0,tool,alc,placebo,neg
visB,frontoparietal,0.053022330767276915,0.0,tool,alc,placebo,neg
visB,DMN,0.021800552168745102,0.0,tool,alc,placebo,neg
visB,motor,0.04459502207759203,0.0,tool,alc,placebo,neg
visB,visA,0.021800552168745102,0.0,tool,alc,placebo,neg
visB,visB,0.008770702935190666,0.0,tool,alc,placebo,neg
visB,visassoc,0.023239019493686786,0.0,tool,alc,placebo,neg
visB,salience,0.036102164748265775,0.0,tool,alc,placebo,neg
visB,subcort,0.010225923555787442,0.0,tool,alc,placebo,neg
visB,cerebell,0.01234942179018339,0.0,tool,alc,placebo,neg
visassoc,medfront,0.09512200538216875,0.0,tool,alc,placebo,neg
visassoc,frontoparietal,0.1260895897213682,0.5,tool,alc,placebo,neg
visassoc,DMN,0.05291470132257248,0.0,tool,alc,placebo,neg
visassoc,motor,0.106641016487522,1.0,tool,alc,placebo,neg
visassoc,visA,0.05291470132257248,0.0,tool,alc,placebo,neg
visassoc,visB,0.023239019493686786,0.0,tool,alc,placebo,neg
visassoc,visassoc,0.05463548864239387,0.0,tool,alc,placebo,neg
visassoc,salience,0.08681477308434093,1.5,tool,alc,placebo,neg
visassoc,subcort,0.025006899698270302,0.0,tool,alc,placebo,neg
visassoc,cerebell,0.030293752979910993,0.0,tool,alc,placebo,neg
salience,medfront,0.1450682681465233,0.0,tool,alc,placebo,neg
salience,frontoparietal,0.19071132608418306,0.5,tool,alc,placebo,neg
salience,DMN,0.08158893363835007,0.0,tool,alc,placebo,neg
salience,motor,0.16213951165425622,0.0,tool,alc,placebo,neg
salience,visA,0.08158893363835007,1.5,tool,alc,placebo,neg
salience,visB,0.036102164748265775,0.0,tool,alc,placebo,neg
salience,visassoc,0.08681477308434093,1.5,tool,alc,placebo,neg
salience,salience,0.13019432816377063,0.0,tool,alc,placebo,neg
salience,subcort,0.03883139870156116,0.0,tool,alc,placebo,neg
salience,cerebell,0.04697857321524013,0.0,tool,alc,placebo,neg
subcort,medfront,0.0426409657077228,0.0,tool,alc,placebo,neg
subcort,frontoparietal,0.056997104018404965,0.0,tool,alc,placebo,neg
subcort,DMN,0.023460157797512426,0.0,tool,alc,placebo,neg
subcort,motor,0.04795216161637672,0.0,tool,alc,placebo,neg
subcort,visA,0.023460157797512426,0.0,tool,alc,placebo,neg
subcort,visB,0.010225923555787442,0.0,tool,alc,placebo,neg
subcort,visassoc,0.025006899698270302,0.0,tool,alc,placebo,neg
subcort,salience,0.03883139870156116,0.0,tool,alc,placebo,neg
subcort,subcort,0.010225923555787442,0.0,tool,alc,placebo,neg
subcort,cerebell,0.013353897249527735,0.0,tool,alc,placebo,neg
cerebell,medfront,0.051514544194045886,0.0,tool,alc,placebo,neg
cerebell,frontoparietal,0.06883397382757561,0.0,tool,alc,placebo,neg
cerebell,DMN,0.028424201803138205,0.0,tool,alc,placebo,neg
cerebell,motor,0.057961730545721624,0.0,tool,alc,placebo,neg
cerebell,visA,0.028424201803138205,0.0,tool,alc,placebo,neg
cerebell,visB,0.01234942179018339,0.0,tool,alc,placebo,neg
cerebell,visassoc,0.030293752979910993,0.0,tool,alc,placebo,neg
cerebell,salience,0.04697857321524013,0.0,tool,alc,placebo,neg
cerebell,subcort,0.013353897249527735,0.0,tool,alc,placebo,neg
cerebell,cerebell,0.015248801143942114,0.0,tool,alc,placebo,neg
medfront,medfront,0.5713966634214437,0.0,tool,tool,cortisol,neg
medfront,frontoparietal,0.6882707913145787,0.0,tool,tool,cortisol,neg
medfront,DMN,0.3740361025207577,0.0,tool,tool,cortisol,neg
medfront,motor,0.6225353037114242,0.0,tool,tool,cortisol,neg
medfront,visA,0.3740361025207577,0.0,tool,tool,cortisol,neg
medfront,visB,0.18294061779203297,0.0,tool,tool,cortisol,neg
medfront,visassoc,0.3934022296511285,0.5,tool,tool,cortisol,neg
medfront,salience,0.5433540978818687,0.5,tool,tool,cortisol,neg
medfront,subcort,0.19582091904045174,0.0,tool,tool,cortisol,neg
medfront,cerebell,0.2324134494675303,0.0,tool,tool,cortisol,neg
frontoparietal,medfront,0.6882707913145787,0.0,tool,tool,cortisol,neg
frontoparietal,frontoparietal,0.7887248309110673,0.0,tool,tool,cortisol,neg
frontoparietal,DMN,0.4682482903152345,0.5,tool,tool,cortisol,neg
frontoparietal,motor,0.7319116575036442,0.0,tool,tool,cortisol,neg
frontoparietal,visA,0.1296452253618654,2.5,tool,tool,cortisol,neg
frontoparietal,visB,0.23849653770459078,0.0,tool,tool,cortisol,neg
frontoparietal,visassoc,0.4903548328797902,0.0,tool,tool,cortisol,neg
frontoparietal,salience,0.6529339281583473,0.0,tool,tool,cortisol,neg
frontoparietal,subcort,0.2543478964912147,0.5,tool,tool,cortisol,neg
frontoparietal,cerebell,0.29999606525739075,0.0,tool,tool,cortisol,neg
DMN,medfront,0.3740361025207577,0.0,tool,tool,cortisol,neg
DMN,frontoparietal,0.4682482903152345,0.5,tool,tool,cortisol,neg
DMN,DMN,0.2183307937298279,0.0,tool,tool,cortisol,neg
DMN,motor,0.410500023929965,1.0,tool,tool,cortisol,neg
DMN,visA,0.22496312555049358,0.0,tool,tool,cortisol,neg
DMN,visB,0.10437492790965774,0.5,tool,tool,cortisol,neg
DMN,visassoc,0.23806359469345018,0.5,tool,tool,cortisol,neg
DMN,salience,0.34665348296506293,0.0,tool,tool,cortisol,neg
DMN,subcort,0.11194845221835481,0.0,tool,tool,cortisol,neg
DMN,cerebell,0.13429629972774126,0.0,tool,tool,cortisol,neg
motor,medfront,0.6225353037114242,0.0,tool,tool,cortisol,neg
motor,frontoparietal,0.7319116575036442,0.0,tool,tool,cortisol,neg
motor,DMN,0.410500023929965,1.0,tool,tool,cortisol,neg
motor,motor,7.29057162418556e-08,18.0,tool,tool,cortisol,neg
motor,visA,0.0018494975226538424,6.0,tool,tool,cortisol,neg
motor,visB,0.20399634273497003,0.0,tool,tool,cortisol,neg
motor,visassoc,0.01839158673695762,5.5,tool,tool,cortisol,neg
motor,salience,0.5871703951759244,0.0,tool,tool,cortisol,neg
motor,subcort,0.21788667611597012,0.5,tool,tool,cortisol,neg
motor,cerebell,0.25815471755216557,0.0,tool,tool,cortisol,neg
visA,medfront,0.3740361025207577,0.0,tool,tool,cortisol,neg
visA,frontoparietal,0.1296452253618654,2.5,tool,tool,cortisol,neg
visA,DMN,0.22496312555049358,0.0,tool,tool,cortisol,neg
visA,motor,0.0018494975226538424,6.0,tool,tool,cortisol,neg
visA,visA,0.02513963170174638,2.0,tool,tool,cortisol,neg
visA,visB,0.10437492790965774,0.0,tool,tool,cortisol,neg
visA,visassoc,0.23806359469345018,0.5,tool,tool,cortisol,neg
visA,salience,0.34665348296506293,1.5,tool,tool,cortisol,neg
visA,subcort,0.11194845221835481,0.0,tool,tool,cortisol,neg
visA,cerebell,0.00919106407591741,2.5,tool,tool,cortisol,neg
visB,medfront,0.18294061779203297,0.0,tool,tool,cortisol,neg
visB,frontoparietal,0.23849653770459078,0.0,tool,tool,cortisol,neg
visB,DMN,0.10437492790965774,0.5,tool,tool,cortisol,neg
visB,motor,0.20399634273497003,0.0,tool,tool,cortisol,neg
visB,visA,0.10437492790965774,0.0,tool,tool,cortisol,neg
visB,visB,0.04310050358338302,1.0,tool,tool,cortisol,neg
visB,visassoc,0.11094226848250288,0.0,tool,tool,cortisol,neg
visB,salience,0.16797389731126122,0.5,tool,tool,cortisol,neg
visB,subcort,0.05010559315354768,0.0,tool,tool,cortisol,neg
visB,cerebell,0.06025394095219916,0.0,tool,tool,cortisol,neg
visassoc,medfront,0.3934022296511285,0.5,tool,tool,cortisol,neg
visassoc,frontoparietal,0.4903548328797902,0.0,tool,tool,cortisol,neg
visassoc,DMN,0.23806359469345018,0.5,tool,tool,cortisol,neg
visassoc,motor,0.01839158673695762,5.5,tool,tool,cortisol,neg
visassoc,visA,0.23806359469345018,0.5,tool,tool,cortisol,neg
visassoc,visB,0.11094226848250288,0.0,tool,tool,cortisol,neg
visassoc,visassoc,0.24496197234171913,1.0,tool,tool,cortisol,neg
visassoc,salience,0.07491904063015165,3.5,tool,tool,cortisol,neg
visassoc,subcort,0.1189607166505231,0.0,tool,tool,cortisol,neg
visassoc,cerebell,0.14259531435639416,0.5,tool,tool,cortisol,neg
salience,medfront,0.5433540978818687,0.5,tool,tool,cortisol,neg
salience,frontoparietal,0.6529339281583473,0.0,tool,tool,cortisol,neg
salience,DMN,0.34665348296506293,0.0,tool,tool,cortisol,neg
salience,motor,0.5871703951759244,0.0,tool,tool,cortisol,neg
salience,visA,0.34665348296506293,1.5,tool,tool,cortisol,neg
salience,visB,0.16797389731126122,0.5,tool,tool,cortisol,neg
salience,visassoc,0.07491904063015165,3.5,tool,tool,cortisol,neg
salience,salience,0.5022145779908554,0.0,tool,tool,cortisol,neg
salience,subcort,0.1796892451664307,1.5,tool,tool,cortisol,neg
salience,cerebell,0.2138785307159391,0.0,tool,tool,cortisol,neg
subcort,medfront,0.19582091904045174,0.0,tool,tool,cortisol,neg
subcort,frontoparietal,0.2543478964912147,0.5,tool,tool,cortisol,neg
subcort,DMN,0.11194845221835481,0.0,tool,tool,cortisol,neg
subcort,motor,0.21788667611597012,0.5,tool,tool,cortisol,neg
subcort,visA,0.11194845221835481,0.0,tool,tool,cortisol,neg
subcort,visB,0.05010559315354768,0.0,tool,tool,cortisol,neg
subcort,visassoc,0.1189607166505231,0.0,tool,tool,cortisol,neg
subcort,salience,0.1796892451664307,1.5,tool,tool,cortisol,neg
subcort,subcort,0.05010559315354768,0.0,tool,tool,cortisol,neg
subcort,cerebell,0.06502408085875389,0.0,tool,tool,cortisol,neg
cerebell,medfront,0.2324134494675303,0.0,tool,tool,cortisol,neg
cerebell,frontoparietal,0.29999606525739075,0.0,tool,tool,cortisol,neg
cerebell,DMN,0.13429629972774126,0.0,tool,tool,cortisol,neg
cerebell,motor,0.25815471755216557,0.0,tool,tool,cortisol,neg
cerebell,visA,0.00919106407591741,2.5,tool,tool,cortisol,neg
cerebell,visB,0.06025394095219916,0.0,tool,tool,cortisol,neg
cerebell,visassoc,0.14259531435639416,0.5,tool,tool,cortisol,neg
cerebell,salience,0.2138785307159391,0.0,tool,tool,cortisol,neg
cerebell,subcort,0.06502408085875389,0.0,tool,tool,cortisol,neg
cerebell,cerebell,0.07397001749997445,0.0,tool,tool,cortisol,neg
medfront,medfront,0.8941994632987083,0.0,tool,tool,placebo,neg
medfront,frontoparietal,0.9545141953224968,0.0,tool,tool,placebo,neg
medfront,DMN,0.7111962485976178,1.5,tool,tool,placebo,neg
medfront,motor,0.9244571717443781,0.0,tool,tool,placebo,neg
medfront,visA,0.35011930266592284,2.5,tool,tool,placebo,neg
medfront,visB,0.4147203297115085,0.0,tool,tool,placebo,neg
medfront,visassoc,0.37964680280017626,2.5,tool,tool,placebo,neg
medfront,salience,0.8748412508357601,0.0,tool,tool,placebo,neg
medfront,subcort,0.4388646630927966,1.0,tool,tool,placebo,neg
medfront,cerebell,0.5040417311949793,0.0,tool,tool,placebo,neg
frontoparietal,medfront,0.9545141953224968,0.0,tool,tool,placebo,neg
frontoparietal,frontoparietal,0.9837819719938066,1.0,tool,tool,placebo,neg
frontoparietal,DMN,0.8125924511583711,0.0,tool,tool,placebo,neg
frontoparietal,motor,0.9695057067355956,0.5,tool,tool,placebo,neg
frontoparietal,visA,0.49605418445668614,2.5,tool,tool,placebo,neg
frontoparietal,visB,0.514394237536971,0.0,tool,tool,placebo,neg
frontoparietal,visassoc,0.10226971129291162,6.0,tool,tool,placebo,neg
frontoparietal,salience,0.9395332025536576,0.5,tool,tool,placebo,neg
frontoparietal,subcort,0.5407353329601647,0.0,tool,tool,placebo,neg
frontoparietal,cerebell,0.6115598711565607,0.0,tool,tool,placebo,neg
DMN,medfront,0.7111962485976178,1.5,tool,tool,placebo,neg
DMN,frontoparietal,0.8125924511583711,0.0,tool,tool,placebo,neg
DMN,DMN,0.1383610497809007,2.0,tool,tool,placebo,neg
DMN,motor,0.000518444696591347,13.0,tool,tool,placebo,neg
DMN,visA,0.1460324322041423,2.5,tool,tool,placebo,neg
DMN,visB,0.2534217584013523,0.0,tool,tool,placebo,neg
DMN,visassoc,0.5136619255321183,0.0,tool,tool,placebo,neg
DMN,salience,0.6764801476323195,1.5,tool,tool,placebo,neg
DMN,subcort,0.270042824349054,0.0,tool,tool,placebo,neg
DMN,cerebell,0.31773816904040186,1.0,tool,tool,placebo,neg
motor,medfront,0.9244571717443781,0.0,tool,tool,placebo,neg
motor,frontoparietal,0.9695057067355956,0.5,tool,tool,placebo,neg
motor,DMN,0.000518444696591347,13.0,tool,tool,placebo,neg
motor,motor,0.9432267106090739,1.0,tool,tool,placebo,neg
motor,visA,1.6306239691843416e-09,24.0,tool,tool,placebo,neg
motor,visB,0.45386227216448427,0.0,tool,tool,placebo,neg
motor,visassoc,1.9446621293606192e-05,16.0,tool,tool,placebo,neg
motor,salience,0.9042116209437528,0.0,tool,tool,placebo,neg
motor,subcort,0.4787663729854713,0.5,tool,tool,placebo,neg
motor,cerebell,0.5469255601097232,0.0,tool,tool,placebo,neg
visA,medfront,0.35011930266592284,2.5,tool,tool,placebo,neg
visA,frontoparietal,0.49605418445668614,2.5,tool,tool,placebo,neg
visA,DMN,0.1460324322041423,2.5,tool,tool,placebo,neg
visA,motor,1.6306239691843416e-09,24.0,tool,tool,placebo,neg
visA,visA,0.0278359126740525,5.0,tool,tool,placebo,neg
visA,visB,0.2534217584013523,0.0,tool,tool,placebo,neg
visA,visassoc,0.5136619255321183,1.5,tool,tool,placebo,neg
visA,salience,0.0265023547108324,7.0,tool,tool,placebo,neg
visA,subcort,0.270042824349054,0.0,tool,tool,placebo,neg
visA,cerebell,0.00676061035921427,5.5,tool,tool,placebo,neg
visB,medfront,0.4147203297115085,0.0,tool,tool,placebo,neg
visB,frontoparietal,0.514394237536971,0.0,tool,tool,placebo,neg
visB,DMN,0.2534217584013523,0.0,tool,tool,placebo,neg
visB,motor,0.45386227216448427,0.0,tool,tool,placebo,neg
visB,visA,0.2534217584013523,0.0,tool,tool,placebo,neg
visB,visB,0.11024155786758194,0.0,tool,tool,placebo,neg
visB,visassoc,0.2678480416783302,0.5,tool,tool,placebo,neg
visB,salience,0.3858647179419652,0.0,tool,tool,placebo,neg
visB,subcort,0.12740638072508248,0.0,tool,tool,placebo,neg
visB,cerebell,0.1519050116435836,1.5,tool,tool,placebo,neg
visassoc,medfront,0.37964680280017626,2.5,tool,tool,placebo,neg
visassoc,frontoparietal,0.10226971129291162,6.0,tool,tool,placebo,neg
visassoc,DMN,0.5136619255321183,0.0,tool,tool,placebo,neg
visassoc,motor,1.9446621293606192e-05,16.0,tool,tool,placebo,neg
visassoc,visA,0.5136619255321183,1.5,tool,tool,placebo,neg
visassoc,visB,0.2678480416783302,0.5,tool,tool,placebo,neg
visassoc,visassoc,0.5252487405228635,1.0,tool,tool,placebo,neg
visassoc,salience,0.11862086330541621,4.5,tool,tool,placebo,neg
visassoc,subcort,0.2852248841312437,0.0,tool,tool,placebo,neg
visassoc,cerebell,0.00806262297334892,5.0,tool,tool,placebo,neg
salience,medfront,0.8748412508357601,0.0,tool,tool,placebo,neg
salience,frontoparietal,0.9395332025536576,0.5,tool,tool,placebo,neg
salience,DMN,0.6764801476323195,1.5,tool,tool,placebo,neg
salience,motor,0.9042116209437528,0.0,tool,tool,placebo,neg
salience,visA,0.0265023547108324,7.0,tool,tool,placebo,neg
salience,visB,0.3858647179419652,0.0,tool,tool,placebo,neg
salience,visassoc,0.11862086330541621,4.5,tool,tool,placebo,neg
salience,salience,0.8426798806524243,0.0,tool,tool,placebo,neg
salience,subcort,0.40852518335273946,0.0,tool,tool,placebo,neg
salience,cerebell,0.4716543785784947,0.0,tool,tool,placebo,neg
subcort,medfront,0.4388646630927966,1.0,tool,tool,placebo,neg
subcort,frontoparietal,0.5407353329601647,0.0,tool,tool,placebo,neg
subcort,DMN,0.270042824349054,0.0,tool,tool,placebo,neg
subcort,motor,0.4787663729854713,0.5,tool,tool,placebo,neg
subcort,visA,0.270042824349054,0.0,tool,tool,placebo,neg
subcort,visB,0.12740638072508248,0.0,tool,tool,placebo,neg
subcort,visassoc,0.2852248841312437,0.0,tool,tool,placebo,neg
subcort,salience,0.40852518335273946,0.0,tool,tool,placebo,neg
subcort,subcort,0.12740638072508248,0.0,tool,tool,placebo,neg
subcort,cerebell,0.16327059728809723,0.0,tool,tool,placebo,neg
cerebell,medfront,0.5040417311949793,0.0,tool,tool,placebo,neg
cerebell,frontoparietal,0.6115598711565607,0.0,tool,tool,placebo,neg
cerebell,DMN,0.31773816904040186,1.0,tool,tool,placebo,neg
cerebell,motor,0.5469255601097232,0.0,tool,tool,placebo,neg
cerebell,visA,0.00676061035921427,5.5,tool,tool,placebo,neg
cerebell,visB,0.1519050116435836,1.5,tool,tool,placebo,neg
cerebell,visassoc,0.00806262297334892,5.0,tool,tool,placebo,neg
cerebell,salience,0.4716543785784947,0.0,tool,tool,placebo,neg
cerebell,subcort,0.16327059728809723,0.0,tool,tool,placebo,neg
cerebell,cerebell,0.18432882691826658,0.0,tool,tool,placebo,neg
